160	N
433	N
726	N
1061	N
1366	N
1651	N
1935	N
2223	N
2499	N
2793	N
3094	N
3402	N
3694	N
3986	N
4275	N
4542	N
4820	N
5106	N
5442	N
5783	N
6085	N
6299	V
6635	N
6823	V
7197	N
7415	V
7825	N
8026	V
8394	N
8582	V
8931	N
9130	V
9504	N
9710	V
10098	N
10306	V
10656	N
10844	V
11199	N
11392	V
11776	N
11992	V
12404	N
12713	N
13012	N
13287	N
13574	N
13896	N
14237	N
14568	N
14897	N
15190	N
15465	N
15755	N
16103	N
16478	N
16823	N
17113	N
17394	N
17680	N
17996	N
18362	N
18690	V
19125	N
19408	N
19694	N
19903	V
20157	V
20749	N
21122	N
21438	N
21709	N
21998	N
22307	N
22627	N
22860	V
23284	N
23602	N
23892	N
24076	V
24472	N
24678	V
25110	N
25421	N
25734	N
26021	N
26303	N
26585	N
26887	N
27224	N
27556	N
27890	N
28169	N
28451	N
28736	N
29035	N
29353	N
29658	N
29871	V
30246	N
30533	N
30828	N
31127	N
31432	N
31735	N
31940	V
32328	N
32511	V
32890	N
33181	N
33480	N
33680	V
34117	N
34334	V
34721	N
34908	V
35291	N
35500	V
35937	N
36184	V
36598	N
36805	V
37183	N
37416	V
37881	N
38144	V
38590	N
38801	V
39170	N
39371	V
39838	N
40109	V
40568	N
40807	V
41218	N
41564	N
41998	N
42409	N
42762	N
43084	N
43389	N
43703	N
44076	N
44468	N
44807	N
45113	N
45416	N
45734	N
46055	N
46399	N
46642	V
47068	N
47276	V
47648	N
47879	V
48256	N
48568	N
48899	N
49220	N
49519	N
49790	N
50075	N
50374	N
50671	N
50995	N
51314	N
51615	N
51886	N
52084	V
52480	N
52689	V
53114	N
53319	V
53724	N
54009	N
54295	N
54520	V
54936	N
55260	N
55564	N
55876	N
56181	N
56387	V
56745	N
57027	N
57316	N
57606	N
57829	V
58189	N
58457	N
58724	N
58927	V
59329	N
59661	N
59989	N
60280	N
60556	N
60747	V
61116	N
61337	V
61787	N
62126	N
62427	N
62705	N
62992	N
63300	N
63674	N
64004	N
64327	N
64635	N
64925	N
65223	N
65572	N
65866	V
66266	N
66600	N
66919	N
67214	N
67530	N
67871	N
68231	N
68545	N
68863	N
69160	N
69445	N
69655	V
70062	N
70411	N
70750	N
71059	N
71335	N
71612	N
71914	N
72210	N
72476	V
72875	N
73178	N
73457	N
73729	N
74030	N
74350	N
74704	N
74966	V
75348	N
75631	N
75911	N
76205	N
76541	N
76884	N
77211	N
77515	N
77814	N
78011	V
78389	N
78590	V
79001	N
79310	N
79613	N
79806	V
80151	N
80440	N
80724	N
81043	N
81390	N
81727	N
82008	N
82272	N
82467	V
82857	N
83078	V
83525	N
83868	N
84157	N
84427	N
84738	N
84968	V
85403	N
85715	N
86038	N
86316	N
86587	N
86881	N
87188	N
87530	N
87863	N
88224	N
88580	N
88884	N
89191	N
89525	N
89879	N
90222	N
90502	V
90927	N
91233	N
91543	N
91877	N
92234	N
92569	N
92897	N
93191	N
93486	N
93778	N
94087	N
94406	N
94706	N
94995	N
95280	N
95577	N
95796	V
96210	N
96517	N
96808	N
97094	N
97386	N
97677	N
97976	N
98298	N
98597	N
98898	N
99199	N
99491	N
99698	V
100064	N
100306	V
100702	N
101018	N
101328	N
101607	N
101884	N
102163	N
102470	N
102779	N
103096	N
103386	N
103663	N
103937	N
104223	N
104540	N
104860	N
105162	N
105451	N
105654	V
106047	N
106354	N
106652	N
106978	N
107290	N
107485	V
107889	N
108179	N
108481	N
108771	N
109090	N
109411	N
109628	V
110002	N
110188	V
110568	N
110867	N
111184	N
111525	N
111838	N
112133	N
112394	N
112678	N
113004	N
113312	N
113621	N
113920	N
114213	N
114476	N
114749	N
115063	N
115386	N
115701	N
115998	N
116300	N
116594	N
116872	N
117150	N
117457	N
117763	N
118053	N
118247	V
118652	N
118919	N
119182	N
119461	N
119786	N
120093	N
120400	N
120677	N
120941	N
121210	N
121483	N
121784	N
122124	N
122441	N
122736	N
123018	N
123297	N
123501	V
123880	N
124101	V
124494	N
124708	V
125078	N
125269	V
125629	N
125828	V
126214	N
126430	V
126849	N
127063	V
127428	N
127617	V
128000	N
128214	V
128744	N
128996	V
129411	N
129610	V
129984	N
130242	V
130826	N
131119	V
131547	N
131738	V
132103	N
132308	V
132760	N
133009	V
133499	N
133723	V
134138	N
134345	V
134760	N
134995	V
135490	N
135732	V
136139	N
136337	V
136725	N
136943	V
137355	N
137613	V
138087	N
138293	V
138664	N
138864	V
139263	N
139476	V
139929	N
140146	V
140519	N
140713	V
141113	N
141327	V
141746	N
141966	V
142382	N
142580	V
142952	N
143167	V
143583	N
143795	V
144195	N
144433	V
144831	N
145029	V
145406	N
145628	V
146029	N
146241	V
146669	N
146871	V
147235	N
147434	V
147841	N
148074	V
148457	N
148675	V
149063	N
149259	V
149629	N
149849	V
150245	N
150455	V
150867	N
151103	V
151501	N
151708	V
152103	N
152326	V
152743	N
152995	V
153410	N
153613	V
153979	N
154196	V
154638	N
154871	V
155284	N
155591	N
155895	N
156192	N
156533	N
156888	N
157065	V
157507	N
157816	N
158133	N
158436	N
158757	N
158970	V
159388	N
159574	V
159975	N
160286	N
160590	N
160902	N
161207	N
161425	V
161842	N
162150	N
162445	N
162745	N
163046	N
163260	V
163686	N
163985	N
164270	N
164562	N
164871	N
165189	N
165395	V
165824	N
166119	N
166400	N
166696	N
167003	N
167209	V
167624	N
167935	N
168254	N
168542	N
168836	N
169130	N
169337	V
169736	N
170054	N
170376	N
170662	N
170948	N
171247	N
171576	N
171899	N
172217	N
